NDC5_4,PRODUCTTYPENAME,PROPRIETARYNAME,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,isgeneric,isoral
428580238,HUMAN PRESCRIPTION DRUG,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate and acetaminophen,TABLET,ORAL,1,1
428580301,HUMAN PRESCRIPTION DRUG,hydromorphone hydrochloride,hydromorphone hydrochloride,TABLET,ORAL,1,1
428580302,HUMAN PRESCRIPTION DRUG,hydromorphone hydrochloride,hydromorphone hydrochloride,TABLET,ORAL,1,1
428580303,HUMAN PRESCRIPTION DRUG,hydromorphone hydrochloride,hydromorphone hydrochloride,TABLET,ORAL,1,1
428580325,HUMAN PRESCRIPTION DRUG,"dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate extended-release","dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate",CAPSULE,ORAL,0,1
428580338,HUMAN PRESCRIPTION DRUG,dilaudid,hydromorphone hydrochloride,TABLET,ORAL,0,1
428580353,HUMAN PRESCRIPTION DRUG,buprenorphine,buprenorphine,PATCH,TRANSDERMAL,1,0
428580401,HUMAN PRESCRIPTION DRUG,aptensio xr,(methylphenidate hydrochloride),CAPSULE,ORAL,0,1
428580402,HUMAN PRESCRIPTION DRUG,aptensio xr,(methylphenidate hydrochloride),CAPSULE,ORAL,0,1
428580403,HUMAN PRESCRIPTION DRUG,aptensio xr,(methylphenidate hydrochloride),CAPSULE,ORAL,0,1
428580404,HUMAN PRESCRIPTION DRUG,aptensio xr,(methylphenidate hydrochloride),CAPSULE,ORAL,0,1
428580405,HUMAN PRESCRIPTION DRUG,aptensio xr,(methylphenidate hydrochloride),CAPSULE,ORAL,0,1
428580406,HUMAN PRESCRIPTION DRUG,aptensio xr,(methylphenidate hydrochloride),CAPSULE,ORAL,0,1
428580407,HUMAN PRESCRIPTION DRUG,aptensio xr,(methylphenidate hydrochloride),CAPSULE,ORAL,0,1
428580410,HUMAN PRESCRIPTION DRUG,dexmethylphenidate hydrochloride,dexmethylphenidate hydrochloride,TABLET,ORAL,1,1
428580454,HUMAN PRESCRIPTION DRUG,fenofibrate,fenofibrate,TABLET,ORAL,1,1
428580493,HUMAN PRESCRIPTION DRUG,buprenorphine,buprenorphine,PATCH,TRANSDERMAL,1,0
428580501,HUMAN PRESCRIPTION DRUG,buprenorphine,buprenorphine,TABLET,SUBLINGUAL,1,0
428580502,HUMAN PRESCRIPTION DRUG,buprenorphine,buprenorphine,TABLET,SUBLINGUAL,1,0
428580515,HUMAN PRESCRIPTION DRUG,ms contin,morphine sulfate,TABLET,ORAL,0,1
428580586,HUMAN PRESCRIPTION DRUG,buprenorphine,buprenorphine,PATCH,TRANSDERMAL,1,0
428580601,HUMAN PRESCRIPTION DRUG,buprenorphine and naloxone,buprenorphine and naloxone,TABLET,SUBLINGUAL,1,0
428580602,HUMAN PRESCRIPTION DRUG,buprenorphine and naloxone,buprenorphine and naloxone,TABLET,SUBLINGUAL,1,0
428580610,HUMAN PRESCRIPTION DRUG,"dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate extended-release","dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate",CAPSULE,ORAL,0,1
428580631,HUMAN PRESCRIPTION DRUG,ms contin,morphine sulfate,TABLET,ORAL,0,1
428580660,HUMAN PRESCRIPTION DRUG,fenofibrate,fenofibrate,TABLET,ORAL,1,1
428580701,HUMAN PRESCRIPTION DRUG,theophylline,theophylline,TABLET,ORAL,1,1
428580702,HUMAN PRESCRIPTION DRUG,theophylline,theophylline,TABLET,ORAL,1,1
428580703,HUMAN PRESCRIPTION DRUG,paroxetine,paroxetine hydrochloride hemihydrate,TABLET,ORAL,0,1
428580705,HUMAN PRESCRIPTION DRUG,paroxetine,paroxetine hydrochloride hemihydrate,TABLET,ORAL,0,1
428580707,HUMAN PRESCRIPTION DRUG,paroxetine,paroxetine hydrochloride hemihydrate,TABLET,ORAL,0,1
428580720,HUMAN PRESCRIPTION DRUG,"dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate extended-release","dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate",CAPSULE,ORAL,0,1
428580721,HUMAN PRESCRIPTION DRUG,"dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate","dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate",TABLET,ORAL,1,1
428580722,HUMAN PRESCRIPTION DRUG,"dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate","dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate",TABLET,ORAL,1,1
428580723,HUMAN PRESCRIPTION DRUG,"dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate","dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate",TABLET,ORAL,1,1
428580724,HUMAN PRESCRIPTION DRUG,"dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate","dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate",TABLET,ORAL,1,1
428580725,HUMAN PRESCRIPTION DRUG,"dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate","dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate",TABLET,ORAL,1,1
428580726,HUMAN PRESCRIPTION DRUG,"dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate","dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate",TABLET,ORAL,1,1
428580727,HUMAN PRESCRIPTION DRUG,"dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate","dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate",TABLET,ORAL,1,1
428580750,HUMAN PRESCRIPTION DRUG,buprenorphine,buprenorphine,PATCH,TRANSDERMAL,1,0
428580760,HUMAN PRESCRIPTION DRUG,ms contin,morphine sulfate,TABLET,ORAL,0,1
428580799,HUMAN PRESCRIPTION DRUG,ms contin,morphine sulfate,TABLET,ORAL,0,1
428580801,HUMAN PRESCRIPTION DRUG,morphine sulfate,morphine sulfate,TABLET,ORAL,1,1
428580802,HUMAN PRESCRIPTION DRUG,morphine sulfate,morphine sulfate,TABLET,ORAL,1,1
428580803,HUMAN PRESCRIPTION DRUG,morphine sulfate,morphine sulfate,TABLET,ORAL,1,1
428580804,HUMAN PRESCRIPTION DRUG,morphine sulfate,morphine sulfate,TABLET,ORAL,1,1
428580805,HUMAN PRESCRIPTION DRUG,morphine sulfate,morphine sulfate,TABLET,ORAL,1,1
428580839,HUMAN PRESCRIPTION DRUG,buprenorphine,buprenorphine,PATCH,TRANSDERMAL,1,0
428580867,HUMAN PRESCRIPTION DRUG,dronabinol,dronabinol,CAPSULE,ORAL,1,1
428580868,HUMAN PRESCRIPTION DRUG,dronabinol,dronabinol,CAPSULE,ORAL,1,1
428580869,HUMAN PRESCRIPTION DRUG,dronabinol,dronabinol,CAPSULE,ORAL,1,1
428580900,HUMAN PRESCRIPTION DRUG,ms contin,morphine sulfate,TABLET,ORAL,0,1
428580930,HUMAN PRESCRIPTION DRUG,"dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate extended-release","dextroamphetamine saccharate, amphetamine aspartate monohydrate, dextroamphetamine sulfate, and amphetamine sulfate",CAPSULE,ORAL,0,1
430630008,HUMAN PRESCRIPTION DRUG,simvastatin,simvastatin,TABLET,ORAL,1,1
430630013,HUMAN PRESCRIPTION DRUG,ibuprofen,ibuprofen,TABLET,ORAL,1,1
430630017,HUMAN PRESCRIPTION DRUG,amoxicillin,amoxicillin,CAPSULE,ORAL,1,1
430630019,HUMAN PRESCRIPTION DRUG,doxycycline hyclate,doxycycline hyclate,CAPSULE,ORAL,1,1
430630020,HUMAN PRESCRIPTION DRUG,loperamide hydrochloride,loperamide hydrochloride,CAPSULE,ORAL,1,1
430630021,HUMAN PRESCRIPTION DRUG,metronidazole,metronidazole,TABLET,ORAL,1,1
430630024,HUMAN PRESCRIPTION DRUG,sulfamethoxazole and trimethoprim,sulfamethoxazole and trimethoprim,TABLET,ORAL,1,1
430630030,HUMAN PRESCRIPTION DRUG,clorazepate dipotassium,clorazepate dipotassium,TABLET,ORAL,1,1
430630033,HUMAN PRESCRIPTION DRUG,sertraline hydrochloride,sertraline hydrochloride,TABLET,ORAL,1,1
430630041,HUMAN PRESCRIPTION DRUG,amlodipine besylate,amlodipine besylate,TABLET,ORAL,1,1
430630045,HUMAN PRESCRIPTION DRUG,dicyclomine hydrochloride,dicyclomine hydrochloride,TABLET,ORAL,1,1
430630046,HUMAN PRESCRIPTION DRUG,chlordiazepoxide hydrochloride,chlordiazepoxide hydrochloride,CAPSULE,ORAL,1,1
430630048,HUMAN PRESCRIPTION DRUG,lorazepam,lorazepam,TABLET,ORAL,1,1
430630057,HUMAN PRESCRIPTION DRUG,lorazepam,lorazepam,TABLET,ORAL,1,1
430630060,HUMAN PRESCRIPTION DRUG,promethazine hydrochloride,promethazine hydrochloride,SUPPOSITORY,RECTAL,1,0
430630063,HUMAN PRESCRIPTION DRUG,citalopram,citalopram,TABLET,ORAL,1,1
430630074,HUMAN PRESCRIPTION DRUG,lisinopril,lisinopril,TABLET,ORAL,1,1
430630077,HUMAN PRESCRIPTION DRUG,amoxicillin and clavulanate potassium,amoxicillin and clavulanate potassium,TABLET,ORAL,1,1
430630079,HUMAN PRESCRIPTION DRUG,allopurinol,allopurinol,TABLET,ORAL,1,1
430630080,HUMAN PRESCRIPTION DRUG,simvastatin,simvastatin,TABLET,ORAL,1,1
430630086,HUMAN PRESCRIPTION DRUG,famotidine,famotidine,TABLET,ORAL,1,1
430630089,HUMAN PRESCRIPTION DRUG,diphenoxylate hydrochloride and atropine sulfate,diphenoxylate hydrochloride and atropine sulfate,TABLET,ORAL,1,1
430630112,HUMAN PRESCRIPTION DRUG,dicyclomine hydrochloride,dicyclomine hydrochloride,CAPSULE,ORAL,1,1
430630121,HUMAN PRESCRIPTION DRUG,glimepiride,glimepiride,TABLET,ORAL,1,1
430630125,HUMAN PRESCRIPTION DRUG,carvedilol,carvedilol,TABLET,ORAL,1,1
430630126,HUMAN PRESCRIPTION DRUG,carvedilol,carvedilol,TABLET,ORAL,1,1
430630129,HUMAN PRESCRIPTION DRUG,carvedilol,carvedilol,TABLET,ORAL,1,1
430630143,HUMAN PRESCRIPTION DRUG,pravastatin sodium,pravastatin sodium,TABLET,ORAL,1,1
430630162,HUMAN PRESCRIPTION DRUG,simvastatin,simvastatin,TABLET,ORAL,1,1
430630172,HUMAN PRESCRIPTION DRUG,hydroxyzine pamoate,hydroxyzine pamoate,CAPSULE,ORAL,1,1
430630176,HUMAN PRESCRIPTION DRUG,warfarin sodium,warfarin sodium,TABLET,ORAL,1,1
430630180,HUMAN PRESCRIPTION DRUG,dicloxacillin sodium,dicloxacillin sodium,CAPSULE,ORAL,1,1
430630182,HUMAN PRESCRIPTION DRUG,phentermine hydrochloride,phentermine hydrochloride,CAPSULE,ORAL,1,1
430630202,HUMAN PRESCRIPTION DRUG,lamotrigine,lamotrigine,TABLET,ORAL,1,1
430630203,HUMAN PRESCRIPTION DRUG,lamotrigine,lamotrigine,TABLET,ORAL,1,1
430630212,HUMAN PRESCRIPTION DRUG,omeprazole,omeprazole,CAPSULE,ORAL,1,1
430630225,HUMAN PRESCRIPTION DRUG,primaquine phosphate,primaquine phosphate,TABLET,ORAL,1,1
430630236,HUMAN PRESCRIPTION DRUG,cialis,tadalafil,TABLET,ORAL,0,1
430630238,HUMAN PRESCRIPTION DRUG,lamotrigine,lamotrigine,TABLET,ORAL,1,1
430630248,HUMAN PRESCRIPTION DRUG,prazosin hydrochloride,prazosin hydrochloride,CAPSULE,ORAL,1,1
430630254,HUMAN PRESCRIPTION DRUG,risperidone,risperidone,TABLET,ORAL,1,1
430630256,HUMAN PRESCRIPTION DRUG,viagra,sildenafil citrate,TABLET,ORAL,0,1
430630257,HUMAN PRESCRIPTION DRUG,clomipramine hydrochloride,clomipramine hydrochloride,CAPSULE,ORAL,1,1
430630259,HUMAN PRESCRIPTION DRUG,lamotrigine,lamotrigine,TABLET,ORAL,1,1
430630260,HUMAN PRESCRIPTION DRUG,prazosin hydrochloride,prazosin hydrochloride,CAPSULE,ORAL,1,1
430630262,HUMAN PRESCRIPTION DRUG,pristiq,desvenlafaxine succinate,TABLET,ORAL,0,1
430630264,HUMAN PRESCRIPTION DRUG,tamsulosin hydrochloride,tamsulosin hydrochloride,CAPSULE,ORAL,1,1
430630266,HUMAN PRESCRIPTION DRUG,dexamethasone,dexamethasone,TABLET,ORAL,1,1
430630273,HUMAN PRESCRIPTION DRUG,ondansetron,ondansetron,TABLET,ORAL,1,1
430630313,HUMAN PRESCRIPTION DRUG,isosorbide mononitrate,isosorbide mononitrate,TABLET,ORAL,1,1
430630321,HUMAN PRESCRIPTION DRUG,hyoscyamine sulfate,hyoscyamine sulfate,TABLET,ORAL,1,1
430630326,HUMAN PRESCRIPTION DRUG,fluconazole,fluconazole,TABLET,ORAL,1,1
430630328,HUMAN PRESCRIPTION DRUG,carbamazepine,carbamazepine,TABLET,ORAL,1,1
430630340,HUMAN PRESCRIPTION DRUG,acyclovir,acyclovir,TABLET,ORAL,1,1
430630341,HUMAN PRESCRIPTION DRUG,amoxicillin,amoxicillin,TABLET,ORAL,1,1
430630344,HUMAN PRESCRIPTION DRUG,naproxen,naproxen,TABLET,ORAL,1,1
430630345,HUMAN PRESCRIPTION DRUG,armour thyroid,thyroid,TABLET,ORAL,0,1
430630347,HUMAN PRESCRIPTION DRUG,losortan potassium,losartan potassium,TABLET,ORAL,0,1
430630348,HUMAN PRESCRIPTION DRUG,diethylpropion hydrochloride,diethylpropion hydrochloride,TABLET,ORAL,1,1
430630352,HUMAN PRESCRIPTION DRUG,ibuprofen,ibuprofen,TABLET,ORAL,1,1
430630353,HUMAN PRESCRIPTION DRUG,prochlorperazine maleate,prochlorperazine maleate,TABLET,ORAL,1,1
430630368,HUMAN PRESCRIPTION DRUG,indomethacin,indomethacin,CAPSULE,ORAL,1,1
430630371,HUMAN PRESCRIPTION DRUG,clopidogrel bisulfate,clopidogrel bisulfate,TABLET,ORAL,1,1
430630373,HUMAN PRESCRIPTION DRUG,atorvastatin calcium,atorvastatin calcium,TABLET,ORAL,1,1
430630376,HUMAN PRESCRIPTION DRUG,promethazine hydrochloride,promethazine hydrochloride,SUPPOSITORY,RECTAL,1,0
430630377,HUMAN PRESCRIPTION DRUG,amoxicillin and clavulanate potassium,amoxicillin and clavulanate potassium,TABLET,ORAL,1,1
430630381,HUMAN PRESCRIPTION DRUG,montelukast sodium,montelukast sodium,TABLET,ORAL,1,1
430630383,HUMAN PRESCRIPTION DRUG,anastrozole,anastrozole,TABLET,ORAL,1,1
430630385,HUMAN PRESCRIPTION DRUG,citalopram,citalopram,TABLET,ORAL,1,1
430630387,HUMAN PRESCRIPTION DRUG,bupropion hydrochloride,bupropion hydrochloride,TABLET,ORAL,1,1
430630388,HUMAN PRESCRIPTION DRUG,bupropion hydrochloride,bupropion hydrochloride,TABLET,ORAL,1,1
430630392,HUMAN PRESCRIPTION DRUG,hydralazine hydrochloride,hydralazine hydrochloride,TABLET,ORAL,1,1
430630393,HUMAN PRESCRIPTION DRUG,atovaquone and proguanil hydrochloride,atovaquone and proguanil hydrochloride,TABLET,ORAL,1,1
430630394,HUMAN PRESCRIPTION DRUG,clindamycin hydrochloride,clindamycin hydrochloride,CAPSULE,ORAL,1,1
430630395,HUMAN PRESCRIPTION DRUG,meloxicam,meloxicam,TABLET,ORAL,1,1
430630396,HUMAN PRESCRIPTION DRUG,meloxicam,meloxicam,TABLET,ORAL,1,1
430630400,HUMAN PRESCRIPTION DRUG,nitrofurantoin macrocrystals,nitrofurantoin macrocrystals,CAPSULE,ORAL,1,1
430630401,HUMAN PRESCRIPTION DRUG,meloxicam,meloxicam,TABLET,ORAL,1,1
430630405,HUMAN PRESCRIPTION DRUG,promethazine hydrochloride,promethazine hydrochloride,TABLET,ORAL,1,1
430630406,HUMAN PRESCRIPTION DRUG,hydroxyzine pamoate,hydroxyzine pamoate,CAPSULE,ORAL,1,1
430630407,HUMAN PRESCRIPTION DRUG,orphenadrine citrate,orphenadrine citrate,TABLET,ORAL,1,1
430630410,HUMAN PRESCRIPTION DRUG,ciprofloxacin,ciprofloxacin,TABLET,ORAL,1,1
430630424,HUMAN PRESCRIPTION DRUG,triamterene and hydrochlorothiazide,triamterene and hydrochlorothiazide,TABLET,ORAL,1,1
430630427,HUMAN PRESCRIPTION DRUG,ciprofloxacin,ciprofloxacin,TABLET,ORAL,1,1
430630430,HUMAN PRESCRIPTION DRUG,metformin hydrochloride,metformin hydrochloride,TABLET,ORAL,1,1
430630433,HUMAN PRESCRIPTION DRUG,glyburide,glyburide,TABLET,ORAL,1,1
430630437,HUMAN PRESCRIPTION DRUG,phentermine hydrochloride,phentermine hydrochloride,TABLET,ORAL,1,1
430630438,HUMAN PRESCRIPTION DRUG,medroxyprogesterone acetate,medroxyprogesterone acetate,TABLET,ORAL,1,1
430630443,HUMAN PRESCRIPTION DRUG,pravastatin sodium,pravastatin sodium,TABLET,ORAL,1,1
430630444,HUMAN PRESCRIPTION DRUG,pravastatin sodium,pravastatin sodium,TABLET,ORAL,1,1
430630447,HUMAN PRESCRIPTION DRUG,promethazine hydrochloride,promethazine hydrochloride,TABLET,ORAL,1,1
430630451,HUMAN PRESCRIPTION DRUG,omeprazole,omeprazole,CAPSULE,ORAL,1,1
430630453,HUMAN PRESCRIPTION DRUG,atorvastatin calcium,atorvastatin calcium,TABLET,ORAL,1,1
430630455,HUMAN PRESCRIPTION DRUG,tizanidine,tizanidine,TABLET,ORAL,1,1
430630457,HUMAN PRESCRIPTION DRUG,levofloxacin,levofloxacin,TABLET,ORAL,1,1
430630458,HUMAN PRESCRIPTION DRUG,lisinopril and hydrochlorothiazide,lisinopril and hydrochlorothiazide,TABLET,ORAL,1,1
430630459,HUMAN PRESCRIPTION DRUG,levofloxacin,levofloxacin,TABLET,ORAL,1,1
430630463,HUMAN PRESCRIPTION DRUG,isoniazid,isoniazid,TABLET,ORAL,1,1
430630467,HUMAN PRESCRIPTION DRUG,diclofenac sodium,diclofenac sodium,TABLET,ORAL,1,1
430630468,HUMAN PRESCRIPTION DRUG,lisinopril and hydrochlorothiazide,lisinopril and hydrochlorothiazide,TABLET,ORAL,1,1
430630473,HUMAN PRESCRIPTION DRUG,dicloxacillin sodium,dicloxacillin sodium,CAPSULE,ORAL,1,1
430630474,HUMAN PRESCRIPTION DRUG,atorvastatin calcium,atorvastatin calcium,TABLET,ORAL,1,1
430630477,HUMAN PRESCRIPTION DRUG,losartan potassium,losartan potassium,TABLET,ORAL,1,1
430630479,HUMAN PRESCRIPTION DRUG,levocetirizine dihydrochloride,levocetirizine dihydrochloride,TABLET,ORAL,1,1
430630480,HUMAN PRESCRIPTION DRUG,lisinopril,lisinopril,TABLET,ORAL,1,1
430630481,HUMAN PRESCRIPTION DRUG,citalopram hydrobromide,citalopram hydrobromide,TABLET,ORAL,1,1
430630482,HUMAN PRESCRIPTION DRUG,lisinopril and hydrochlorothiazide,lisinopril and hydrochlorothiazide,TABLET,ORAL,1,1
430630483,HUMAN PRESCRIPTION DRUG,losartan potassium,losartan potassium,TABLET,ORAL,1,1
430630487,HUMAN PRESCRIPTION DRUG,atorvastatin calcium,atorvastatin calcium,TABLET,ORAL,1,1
430630491,HUMAN PRESCRIPTION DRUG,losartan potassium and hydrochlorothiazide,losartan potassium and hydrochlorothiazide tablets,TABLET,ORAL,0,1
430630492,HUMAN PRESCRIPTION DRUG,extended phenytoin sodium,phenytoin sodium,CAPSULE,ORAL,0,1
430630493,HUMAN PRESCRIPTION DRUG,lovastatin,lovastatin,TABLET,ORAL,1,1
430630494,HUMAN PRESCRIPTION DRUG,cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride,TABLET,ORAL,1,1
430630496,HUMAN PRESCRIPTION DRUG,atorvastatin calcium,atorvastatin calcium,TABLET,ORAL,1,1
430630497,HUMAN PRESCRIPTION DRUG,cephalexin,cephalexin,CAPSULE,ORAL,1,1
430630499,HUMAN PRESCRIPTION DRUG,levetiracetam,levetiracetam,TABLET,ORAL,1,1
430630505,HUMAN PRESCRIPTION DRUG,zaleplon,zaleplon,CAPSULE,ORAL,1,1
430630510,HUMAN PRESCRIPTION DRUG,phendimetrazine tartrate,phendimetrazine tartrate,TABLET,ORAL,1,1
430630516,HUMAN PRESCRIPTION DRUG,cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride,TABLET,ORAL,1,1
430630518,HUMAN PRESCRIPTION DRUG,hydroxyzine hydrochloride,hydroxyzine hydrochloride,TABLET,ORAL,1,1
430630519,HUMAN PRESCRIPTION DRUG,hydroxyzine hydrochloride,hydroxyzine hydrochloride,TABLET,ORAL,1,1
430630520,HUMAN PRESCRIPTION DRUG,clarithromycin,clarithromycin,TABLET,ORAL,1,1
430630522,HUMAN PRESCRIPTION DRUG,atovaquone and proguanil hcl,atovaquone and proguanil hydrochloride,TABLET,ORAL,0,1
430630527,HUMAN PRESCRIPTION DRUG,metformin hydrochloride,metformin hydrochloride,TABLET,ORAL,1,1
430630530,HUMAN PRESCRIPTION DRUG,clarithromycin,clarithromycin,TABLET,ORAL,1,1
430630532,HUMAN PRESCRIPTION DRUG,diethylpropion hydrochloride,diethylpropion hydrochloride,TABLET,ORAL,1,1
430630533,HUMAN PRESCRIPTION DRUG,famotidine,famotidine,TABLET,ORAL,1,1
430630536,HUMAN PRESCRIPTION DRUG,cephalexin,cephalexin,CAPSULE,ORAL,1,1
430630541,HUMAN PRESCRIPTION DRUG,benzphetamine hydrochloride,benzphetamine hydrochloride,TABLET,ORAL,1,1
430630544,HUMAN PRESCRIPTION DRUG,metformin hydrochloride,metformin hydrochloride,TABLET,ORAL,1,1
430630547,HUMAN PRESCRIPTION DRUG,ciprofloxacin,ciprofloxacin,TABLET,ORAL,1,1
430630548,HUMAN PRESCRIPTION DRUG,lovastatin,lovastatin,TABLET,ORAL,1,1
430630549,HUMAN PRESCRIPTION DRUG,omeprazole,omeprazole,CAPSULE,ORAL,1,1
430630550,HUMAN PRESCRIPTION DRUG,sildenafil,sildenafil citrate,TABLET,ORAL,0,1
430630553,HUMAN PRESCRIPTION DRUG,cefadroxil,cefadroxil,CAPSULE,ORAL,1,1
430630557,HUMAN PRESCRIPTION DRUG,penicillin v potassium,penicillin v potassium,TABLET,ORAL,1,1
430630561,HUMAN PRESCRIPTION DRUG,verapamil hydrochloride,verapamil hydrochloride,TABLET,ORAL,1,1
430630563,HUMAN PRESCRIPTION DRUG,amoxicillin,amoxicillin,CAPSULE,ORAL,1,1
430630564,HUMAN PRESCRIPTION DRUG,amlodipine besylate,amlodipine besylate,TABLET,ORAL,1,1
430630565,HUMAN PRESCRIPTION DRUG,clarithromycin,clarithromycin,TABLET,ORAL,1,1
430630569,HUMAN PRESCRIPTION DRUG,ery-tab,erythromycin,TABLET,ORAL,0,1
430630570,HUMAN PRESCRIPTION DRUG,fluoxetine,fluoxetine hydrochloride,CAPSULE,ORAL,0,1
430630573,HUMAN PRESCRIPTION DRUG,topiramate,topiramate,TABLET,ORAL,1,1
430630574,HUMAN PRESCRIPTION DRUG,amoxicillin,amoxicillin,CAPSULE,ORAL,1,1
430630576,HUMAN PRESCRIPTION DRUG,penicillin v potassium,penicillin v potassium,TABLET,ORAL,1,1
430630577,HUMAN PRESCRIPTION DRUG,salsalate,salsalate,TABLET,ORAL,1,1
430630578,HUMAN PRESCRIPTION DRUG,etodolac,etodolac,TABLET,ORAL,1,1
430630582,HUMAN PRESCRIPTION DRUG,nitrofurantoin monohydrate/ macrocrystalline,nitrofurantoin monohydrate/macrocrystalline,CAPSULE,ORAL,0,1
430630584,HUMAN PRESCRIPTION DRUG,cefuroxime axetil,cefuroxime axetil,TABLET,ORAL,1,1
430630587,HUMAN PRESCRIPTION DRUG,glimepiride,glimepiride,TABLET,ORAL,1,1
430630589,HUMAN PRESCRIPTION DRUG,acyclovir,acyclovir,TABLET,ORAL,1,1
430630595,HUMAN PRESCRIPTION DRUG,cefadroxil,cefadroxil,CAPSULE,ORAL,1,1
430630596,HUMAN PRESCRIPTION DRUG,phentermine hydrochloride,phentermine hydrochloride,TABLET,ORAL,1,1
430630598,HUMAN PRESCRIPTION DRUG,terbinafine hydrochloride,terbinafine hydrochloride,TABLET,ORAL,1,1
430630600,HUMAN PRESCRIPTION DRUG,naproxen,naproxen,TABLET,ORAL,1,1
430630604,HUMAN PRESCRIPTION DRUG,doxycycline hyclate,doxycycline hyclate,CAPSULE,ORAL,1,1
430630605,HUMAN PRESCRIPTION DRUG,topiramate,topiramate,TABLET,ORAL,1,1
430630609,HUMAN PRESCRIPTION DRUG,alprazolam,alprazolam,TABLET,ORAL,1,1
430630611,HUMAN PRESCRIPTION DRUG,gabapentin,gabapentin,TABLET,ORAL,1,1
430630612,HUMAN PRESCRIPTION DRUG,topiramate,topiramate,TABLET,ORAL,1,1
430630614,HUMAN PRESCRIPTION DRUG,penicillin v potassium,penicillin v potassium,TABLET,ORAL,1,1
430630616,HUMAN PRESCRIPTION DRUG,sulfamethoxazole and trimethoprim,sulfamethoxazole and trimethoprim,TABLET,ORAL,1,1
430630617,HUMAN PRESCRIPTION DRUG,levetiracetam,levetiracetam,TABLET,ORAL,1,1
430630618,HUMAN PRESCRIPTION DRUG,pantoprazole sodium,pantoprazole sodium,TABLET,ORAL,1,1
430630622,HUMAN PRESCRIPTION DRUG,penicillin v potassium,penicillin v potassium,TABLET,ORAL,1,1
430630623,HUMAN PRESCRIPTION DRUG,cefuroxime axetil,cefuroxime axetil,TABLET,ORAL,1,1
430630624,HUMAN PRESCRIPTION DRUG,metoprolol succinate,metoprolol succinate,TABLET,ORAL,1,1
430630627,HUMAN PRESCRIPTION DRUG,hydroxyzine hydrochloride,hydroxyzine hydrochloride,TABLET,ORAL,1,1
430630629,HUMAN PRESCRIPTION DRUG,dicyclomine hydrochloride,dicyclomine hydrochloride,CAPSULE,ORAL,1,1
430630630,HUMAN PRESCRIPTION DRUG,glimepiride,glimepiride,TABLET,ORAL,1,1
430630633,HUMAN PRESCRIPTION DRUG,venlafaxine,venlafaxine,TABLET,ORAL,1,1
430630634,HUMAN PRESCRIPTION DRUG,cephalexin,cephalexin,CAPSULE,ORAL,1,1
430630637,HUMAN PRESCRIPTION DRUG,levofloxacin,levofloxacin,TABLET,ORAL,1,1
430630638,HUMAN PRESCRIPTION DRUG,levofloxacin,levofloxacin,TABLET,ORAL,1,1
430630639,HUMAN PRESCRIPTION DRUG,zolpidem tartrate,zolpidem tartrate,TABLET,ORAL,1,1
